alpha,SM,ICP,IFN,NED,normalized_sum
0.0,0.11787834443162559,0.1740306606430528,0.8823529411764706,0.6549461942726396,-2.7140004980116403
0.05,0.11867987860062276,0.16248755655261615,0.9117647058823529,0.6470145287030475,-2.521971723541232
0.1,0.12297008853689825,0.15764845165267827,0.8745098039215686,0.7051736357193479,-2.5568675814125603
0.15,0.13650373692258191,0.15001157082401764,0.9282051282051282,0.6836597076118034,-2.2323013901998565
0.2,0.1374913920844299,0.14067712093220028,0.8706293706293706,0.6426363636363637,-1.7913966305231601
0.25,0.1377228189251789,0.14026860445748746,0.8090909090909091,0.7020236863286191,-1.924664316774046
0.3,0.14846537391984505,0.13342570689736793,0.6862745098039216,0.6544407894736842,-1.2487150101489939
0.35,0.14323031826298788,0.11703215287308469,0.6862745098039216,0.6659149484536082,-1.092216629617706
0.4,0.1524369433262047,0.12250645909981799,0.6274509803921569,0.598918523337128,-0.6753614212322562
0.45,0.16428220019914624,0.11683602915939534,0.4365079365079365,0.6416267942583732,-0.26456335533355757
0.5,0.16568078712019124,0.12014529031658544,0.40588235294117647,0.5216220763923944,0.24977835275030624
0.55,0.17699767918670936,0.12257544972827038,0.5392156862745098,0.534303929964792,0.0945387479093166
0.6,0.17957680811565613,0.1174715200094577,0.6333333333333333,0.519158601619593,0.12356657519086844
0.65,0.17283885909506463,0.1177635356884063,0.3333333333333333,0.49603174603174605,0.6219787722490027
0.7,0.182340596831804,0.11744325099348771,0.3484848484848485,0.4974099364257123,0.7331859803987637
0.75,0.18726149826815572,0.1154145078862144,0.3939393939393939,0.5053800763623741,0.7291578539504975
0.8,0.18697586084901038,0.11583295301421154,0.49650349650349646,0.464759378552482,0.7144497827906782
0.85,0.18480630379780613,0.1174627202174299,0.5213903743315508,0.46857425869120656,0.5976728560307041
0.9,0.17680161418575294,0.12074965994972837,0.5248868778280543,0.49335029069767444,0.3172945092826087
0.95,0.17672798149311975,0.11896722007715438,0.4980392156862745,0.480406326697573,0.44561403961070056
1.0,0.17547477377248533,0.12092567384190846,0.4606060606060606,0.49798055347793563,0.3839670590534707
